バージョン,曲名,難易度,レベル,ノーツレーダー属性
CANNON BALLERS,Persephone,NORMAL,6,NOTES
CANNON BALLERS,Persephone,HYPER,10,NOTES
CANNON BALLERS,Persephone,ANOTHER,12,CHORD
SPADA,Pharaoh,NORMAL,3,NOTES
SPADA,Pharaoh,HYPER,8,PEAK
SPADA,Pharaoh,ANOTHER,9,PEAK
HEROIC VERSE,PHASE SHIFT MANEUVER,NORMAL,6,NOTES
HEROIC VERSE,PHASE SHIFT MANEUVER,HYPER,9,PEAK
HEROIC VERSE,PHASE SHIFT MANEUVER,ANOTHER,11,
Lincle,Phoenix,NORMAL,5,PEAK
Lincle,Phoenix,HYPER,8,NOTES
Lincle,Phoenix,ANOTHER,11,
Lincle,Phoenix,LEGGENDARIA,12,
EPOLIS,PILGRIM,NORMAL,5,NOTES
EPOLIS,PILGRIM,HYPER,8,NOTES
EPOLIS,PILGRIM,ANOTHER,11,
CastHour,PIRATES BLADE,NORMAL,5,PEAK
CastHour,PIRATES BLADE,HYPER,8,PEAK
CastHour,PIRATES BLADE,ANOTHER,10,CHORD
Pinky Crush,PIT A PAT,NORMAL,5,SCRATCH
Pinky Crush,PIT A PAT,HYPER,8,NOTES
Pinky Crush,PIT A PAT,ANOTHER,10,CHORD
tricoro,Plan 8,NORMAL,6,NOTES
tricoro,Plan 8,HYPER,10,SCRATCH
tricoro,Plan 8,ANOTHER,12,
tricoro,planarian,NORMAL,4,NOTES
tricoro,planarian,HYPER,8,NOTES
tricoro,planarian,ANOTHER,11,
HAPPY SKY,PLASMA,NORMAL,5,NOTES
HAPPY SKY,PLASMA,HYPER,8,NOTES
CastHour,PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.,NORMAL,6,NOTES
CastHour,PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.,HYPER,10,NOTES
CastHour,PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.,ANOTHER,12,
GOLD,Play back hate you,NORMAL,6,NOTES
GOLD,Play back hate you,HYPER,8,
GOLD,Play back hate you,ANOTHER,10,NOTES
BISTROVER,Playball,NORMAL,5,PEAK
BISTROVER,Playball,HYPER,7,PEAK
BISTROVER,Playball,ANOTHER,9,CHORD
Rootage,Playing With Fire,NORMAL,6,NOTES
Rootage,Playing With Fire,HYPER,9,PEAK
Rootage,Playing With Fire,ANOTHER,11,
INFINITAS,Plea Per Phase,NORMAL,5,PEAK
INFINITAS,Plea Per Phase,HYPER,9,NOTES
INFINITAS,Plea Per Phase,ANOTHER,11,
8th style,PLEASE DON'T GO,NORMAL,4,NOTES
8th style,PLEASE DON'T GO,HYPER,9,SCRATCH
8th style,PLEASE DON'T GO,ANOTHER,10,NOTES
Rootage,Please Welcome Mr.C,NORMAL,6,NOTES
Rootage,Please Welcome Mr.C,HYPER,9,NOTES
Rootage,Please Welcome Mr.C,ANOTHER,11,
tricoro,POINT ZERO,NORMAL,4,PEAK
tricoro,POINT ZERO,HYPER,7,PEAK
tricoro,POINT ZERO,ANOTHER,10,PEAK
BISTROVER,POLKAMANIA,NORMAL,6,
BISTROVER,POLKAMANIA,HYPER,9,SCRATCH
BISTROVER,POLKAMANIA,ANOTHER,11,
INFINITAS,Poppin' Soda,NORMAL,5,NOTES
INFINITAS,Poppin' Soda,HYPER,9,NOTES
INFINITAS,Poppin' Soda,ANOTHER,11,
tricoro,portal,NORMAL,3,
tricoro,portal,HYPER,7,PEAK
tricoro,portal,ANOTHER,9,NOTES
copula,POSSESSION,NORMAL,7,SOF-LAN
copula,POSSESSION,HYPER,10,SOF-LAN
copula,POSSESSION,ANOTHER,12,
CastHour,Pout,NORMAL,6,NOTES
CastHour,Pout,HYPER,9,PEAK
CastHour,Pout,ANOTHER,11,
9th style,POWER DREAM,NORMAL,5,
9th style,POWER DREAM,HYPER,8,NOTES
9th style,POWER DREAM,ANOTHER,8,
DistorteD,Power of Love,NORMAL,4,PEAK
DistorteD,Power of Love,HYPER,8,PEAK
DistorteD,Power of Love,ANOTHER,10,NOTES
tricoro,Praludium,NORMAL,4,NOTES
tricoro,Praludium,HYPER,8,NOTES
tricoro,Praludium,ANOTHER,11,
9th style,Prelude,NORMAL,4,PEAK
9th style,Prelude,HYPER,6,PEAK
HEROIC VERSE,Primitive Vibes,NORMAL,6,NOTES
HEROIC VERSE,Primitive Vibes,HYPER,9,NOTES
HEROIC VERSE,Primitive Vibes,ANOTHER,12,
RESIDENT,Programmed Genom,NORMAL,5,PEAK
RESIDENT,Programmed Genom,HYPER,8,PEAK
RESIDENT,Programmed Genom,ANOTHER,11,NOTES
SIRIUS,Programmed Sun,NORMAL,4,PEAK
SIRIUS,Programmed Sun,HYPER,9,NOTES
SIRIUS,Programmed Sun,ANOTHER,10,NOTES
Resort Anthem,Programmed Sun(xac Antarctic Ocean mix),NORMAL,4,PEAK
Resort Anthem,Programmed Sun(xac Antarctic Ocean mix),HYPER,7,NOTES
Resort Anthem,Programmed Sun(xac Antarctic Ocean mix),ANOTHER,10,PEAK
INFINITAS,Programmed Universe,NORMAL,4,NOTES
INFINITAS,Programmed Universe,HYPER,7,NOTES
INFINITAS,Programmed Universe,ANOTHER,10,PEAK
EMPRESS,Programmed World,NORMAL,5,
EMPRESS,Programmed World,HYPER,10,PEAK
EMPRESS,Programmed World,ANOTHER,11,
CastHour,Prohibited Props,NORMAL,5,PEAK
CastHour,Prohibited Props,HYPER,8,NOTES
CastHour,Prohibited Props,ANOTHER,10,NOTES
DJ TROOPERS,PROMISE FOR LIFE,NORMAL,4,PEAK
DJ TROOPERS,PROMISE FOR LIFE,HYPER,6,PEAK
DJ TROOPERS,PROMISE FOR LIFE,ANOTHER,8,CHORD
Lincle,prompt,NORMAL,5,PEAK
Lincle,prompt,HYPER,8,NOTES
Lincle,prompt,ANOTHER,11,PEAK
tricoro,Proof of the existence,NORMAL,6,PEAK
tricoro,Proof of the existence,HYPER,10,PEAK
tricoro,Proof of the existence,ANOTHER,12,
EMPRESS,PSYCHE PLANET-GT,NORMAL,6,
EMPRESS,PSYCHE PLANET-GT,HYPER,9,NOTES
EMPRESS,PSYCHE PLANET-GT,ANOTHER,10,NOTES
EPOLIS,Psychedelic Intelligence,NORMAL,6,NOTES
EPOLIS,Psychedelic Intelligence,HYPER,9,NOTES
EPOLIS,Psychedelic Intelligence,ANOTHER,11,
Rootage,Psycho Sheep Riddim,NORMAL,3,PEAK
Rootage,Psycho Sheep Riddim,HYPER,7,PEAK
Rootage,Psycho Sheep Riddim,ANOTHER,9,PEAK
Rootage,Psycho Sheep Riddim,LEGGENDARIA,11,
SPADA,PUNISHER,NORMAL,5,NOTES
SPADA,PUNISHER,HYPER,9,NOTES
SPADA,PUNISHER,ANOTHER,12,
CastHour,Purple Perplex,NORMAL,6,PEAK
CastHour,Purple Perplex,HYPER,10,PEAK
CastHour,Purple Perplex,ANOTHER,12,
2nd style,PUT YOUR FAITH IN ME(for beatmania II),NORMAL,4,PEAK
2nd style,PUT YOUR FAITH IN ME(for beatmania II),HYPER,7,PEAK
5th style,QQQ,NORMAL,10,
5th style,QQQ,HYPER,12,NOTES
SINOBUZ,Quakes,NORMAL,7,PEAK
SINOBUZ,Quakes,HYPER,10,PEAK
SINOBUZ,Quakes,ANOTHER,12,NOTES
Lincle,QUANTUM TELEPORTATION,NORMAL,7,PEAK
Lincle,QUANTUM TELEPORTATION,HYPER,10,PEAK
Lincle,QUANTUM TELEPORTATION,ANOTHER,12,
Lincle,QUANTUM TELEPORTATION,LEGGENDARIA,12,
Lincle,quaver♪,NORMAL,4,PEAK
Lincle,quaver♪,HYPER,9,NOTES
Lincle,quaver♪,ANOTHER,12,NOTES
HEROIC VERSE,Queen Kaguya,NORMAL,6,PEAK
HEROIC VERSE,Queen Kaguya,HYPER,9,PEAK
HEROIC VERSE,Queen Kaguya,ANOTHER,11,NOTES
EMPRESS,Queen's Tragedy,NORMAL,4,NOTES
EMPRESS,Queen's Tragedy,HYPER,8,NOTES
EMPRESS,Queen's Tragedy,ANOTHER,9,NOTES
SIRIUS,quell～the seventh slave～,NORMAL,7,PEAK
SIRIUS,quell～the seventh slave～,HYPER,9,PEAK
SIRIUS,quell～the seventh slave～,ANOTHER,12,PEAK
copula,quick master (reform version),NORMAL,1,SCRATCH
copula,quick master (reform version),HYPER,5,PEAK
copula,quick master (reform version),ANOTHER,6,PEAK
Lincle,Quick Silver,NORMAL,5,PEAK
Lincle,Quick Silver,HYPER,9,NOTES
Lincle,Quick Silver,ANOTHER,11,
9th style,Quickening,NORMAL,5,
9th style,Quickening,HYPER,7,NOTES
9th style,Quickening,ANOTHER,10,NOTES
1st&substream,R3,NORMAL,4,NOTES
1st&substream,R3,HYPER,6,NOTES
1st&substream,R3,ANOTHER,8,NOTES
3rd style,R5,NORMAL,5,PEAK
3rd style,R5,HYPER,8,PEAK
3rd style,R5,ANOTHER,11,PEAK
SPADA,ra'am,NORMAL,7,PEAK
SPADA,ra'am,HYPER,10,PEAK
SPADA,ra'am,ANOTHER,12,PEAK
HAPPY SKY,rage against usual,NORMAL,6,PEAK
HAPPY SKY,rage against usual,HYPER,10,PEAK
HAPPY SKY,rage against usual,ANOTHER,11,PEAK
5th style,Radical Faith,NORMAL,6,NOTES
5th style,Radical Faith,HYPER,11,
5th style,Radical Faith,ANOTHER,10,NOTES
CastHour,RAGE feat.H14 of LEONAIR,NORMAL,6,SCRATCH
CastHour,RAGE feat.H14 of LEONAIR,HYPER,10,SCRATCH
CastHour,RAGE feat.H14 of LEONAIR,ANOTHER,12,
SINOBUZ,RAIN,NORMAL,6,NOTES
SINOBUZ,RAIN,HYPER,10,PEAK
SINOBUZ,RAIN,ANOTHER,12,
tricoro,Rainbow after snow,NORMAL,5,NOTES
tricoro,Rainbow after snow,HYPER,8,PEAK
tricoro,Rainbow after snow,ANOTHER,10,CHORD
8th style,rainbow flyer,NORMAL,4,PEAK
8th style,rainbow flyer,HYPER,10,PEAK
8th style,rainbow flyer,ANOTHER,11,PEAK
SPADA,rainbow guitar weeps,NORMAL,6,PEAK
SPADA,rainbow guitar weeps,HYPER,9,NOTES
SPADA,rainbow guitar weeps,ANOTHER,12,NOTES
10th style,rainbow rainbow,NORMAL,7,NOTES
10th style,rainbow rainbow,HYPER,9,PEAK
10th style,rainbow rainbow,ANOTHER,11,
HEROIC VERSE,Rainstorm,NORMAL,5,PEAK
HEROIC VERSE,Rainstorm,HYPER,8,NOTES
HEROIC VERSE,Rainstorm,ANOTHER,10,PEAK
SIRIUS,Raison d'etre～交差する宿命～,NORMAL,6,PEAK
SIRIUS,Raison d'etre～交差する宿命～,HYPER,10,PEAK
SIRIUS,Raison d'etre～交差する宿命～,ANOTHER,12,NOTES
CANNON BALLERS,Rampage,NORMAL,7,NOTES
CANNON BALLERS,Rampage,HYPER,10,CHORD
CANNON BALLERS,Rampage,ANOTHER,12,CHORD
IIDX RED,Raspberry Heart(English version),NORMAL,6,PEAK
IIDX RED,Raspberry Heart(English version),HYPER,8,PEAK
IIDX RED,Raspberry Heart(English version),ANOTHER,10,PEAK
Pinky Crush,Raspberry Potion (feat.あれたん & ぎゃるのしん☆),NORMAL,5,PEAK
Pinky Crush,Raspberry Potion (feat.あれたん & ぎゃるのしん☆),HYPER,9,PEAK
Pinky Crush,Raspberry Potion (feat.あれたん & ぎゃるのしん☆),ANOTHER,11,
CANNON BALLERS,Raspberry Railgun,NORMAL,7,NOTES
CANNON BALLERS,Raspberry Railgun,HYPER,10,PEAK
CANNON BALLERS,Raspberry Railgun,ANOTHER,12,NOTES
SINOBUZ,Rave Cannon,NORMAL,5,PEAK
SINOBUZ,Rave Cannon,HYPER,9,PEAK
SINOBUZ,Rave Cannon,ANOTHER,12,NOTES
HEROIC VERSE,Rave lithosphere,NORMAL,5,PEAK
HEROIC VERSE,Rave lithosphere,HYPER,8,
HEROIC VERSE,Rave lithosphere,ANOTHER,11,
HEROIC VERSE,Rave Patroller,NORMAL,7,NOTES
HEROIC VERSE,Rave Patroller,HYPER,10,NOTES
HEROIC VERSE,Rave Patroller,ANOTHER,12,NOTES
PENDUAL,Rave*it!! Rave*it!!,NORMAL,6,SCRATCH
PENDUAL,Rave*it!! Rave*it!!,HYPER,9,SCRATCH
PENDUAL,Rave*it!! Rave*it!!,ANOTHER,12,CHARGE
10th style,Ready To Rockit Blues,NORMAL,5,
10th style,Ready To Rockit Blues,HYPER,6,NOTES
10th style,Ready To Rockit Blues,ANOTHER,9,
5th style,Real,NORMAL,7,PEAK
5th style,Real,HYPER,9,PEAK
5th style,Real,ANOTHER,11,PEAK
PENDUAL,Realize Maze,NORMAL,6,NOTES
PENDUAL,Realize Maze,HYPER,9,NOTES
PENDUAL,Realize Maze,ANOTHER,11,
SPADA,Recollection,NORMAL,6,PEAK
SPADA,Recollection,HYPER,7,PEAK
SPADA,Recollection,ANOTHER,8,CHORD
EPOLIS,Red Determination,NORMAL,5,PEAK
EPOLIS,Red Determination,HYPER,8,PEAK
EPOLIS,Red Determination,ANOTHER,11,
RESIDENT,Red Soul,NORMAL,6,PEAK
RESIDENT,Red Soul,HYPER,9,PEAK
RESIDENT,Red Soul,ANOTHER,11,SCRATCH
IIDX RED,RED ZONE,NORMAL,5,NOTES
IIDX RED,RED ZONE,HYPER,9,NOTES
IIDX RED,RED ZONE,ANOTHER,11,NOTES
IIDX RED,RED ZONE,LEGGENDARIA,12,
SIRIUS,Red. by Full Metal Jacket,NORMAL,6,SCRATCH
SIRIUS,Red. by Full Metal Jacket,HYPER,9,SCRATCH
SIRIUS,Red. by Full Metal Jacket,ANOTHER,12,SCRATCH
Rootage,Red. by Jack Trance,NORMAL,7,SCRATCH
Rootage,Red. by Jack Trance,HYPER,10,SCRATCH
Rootage,Red. by Jack Trance,ANOTHER,12,SCRATCH
tricoro,Reflection Into the EDEN,NORMAL,5,PEAK
tricoro,Reflection Into the EDEN,HYPER,7,PEAK
tricoro,Reflection Into the EDEN,ANOTHER,10,CHORD
INFINITAS,REFLEXES MANIPULATION,NORMAL,7,PEAK
INFINITAS,REFLEXES MANIPULATION,HYPER,10,PEAK
INFINITAS,REFLEXES MANIPULATION,ANOTHER,12,
PENDUAL,Reflux,NORMAL,6,PEAK
PENDUAL,Reflux,HYPER,9,PEAK
PENDUAL,Reflux,ANOTHER,12,
PENDUAL,Reflux,LEGGENDARIA,12,CHARGE
SPADA,refractive index,NORMAL,4,NOTES
SPADA,refractive index,HYPER,7,NOTES
SPADA,refractive index,ANOTHER,11,NOTES
copula,refrain,NORMAL,6,PEAK
copula,refrain,HYPER,10,NOTES
copula,refrain,ANOTHER,12,NOTES
tricoro,Re:GENERATION,NORMAL,5,NOTES
tricoro,Re:GENERATION,HYPER,8,NOTES
tricoro,Re:GENERATION,ANOTHER,11,NOTES
5th style,Regulus,NORMAL,6,PEAK
5th style,Regulus,HYPER,10,PEAK
5th style,Regulus,ANOTHER,11,PEAK
3rd style,REINCARNATION,NORMAL,4,PEAK
3rd style,REINCARNATION,HYPER,5,PEAK
3rd style,REINCARNATION,ANOTHER,7,NOTES
INFINITAS,Rejection Girl,NORMAL,5,PEAK
INFINITAS,Rejection Girl,HYPER,9,NOTES
INFINITAS,Rejection Girl,ANOTHER,11,NOTES
Lincle,Release The Music,NORMAL,4,NOTES
Lincle,Release The Music,HYPER,7,PEAK
Lincle,Release The Music,ANOTHER,10,NOTES
INFINITAS,Remain,NORMAL,6,PEAK
INFINITAS,Remain,HYPER,9,PEAK
INFINITAS,Remain,ANOTHER,12,
DJ TROOPERS,REMINISCENCE,NORMAL,6,
DJ TROOPERS,REMINISCENCE,HYPER,9,NOTES
DJ TROOPERS,REMINISCENCE,ANOTHER,11,CHORD
Rootage,REPLAY,NORMAL,6,NOTES
Rootage,REPLAY,HYPER,9,NOTES
Rootage,REPLAY,ANOTHER,11,NOTES
Lincle,RESISTANCE,NORMAL,3,PEAK
Lincle,RESISTANCE,HYPER,7,NOTES
Lincle,RESISTANCE,ANOTHER,10,CHORD
EPOLIS,Resonant,NORMAL,6,NOTES
EPOLIS,Resonant,HYPER,10,NOTES
EPOLIS,Resonant,ANOTHER,12,
IIDX RED,RESONATE 1794,NORMAL,4,PEAK
IIDX RED,RESONATE 1794,HYPER,11,PEAK
Resort Anthem,reunion,NORMAL,8,NOTES
Resort Anthem,reunion,HYPER,11,
Resort Anthem,reunion,ANOTHER,12,
CANNON BALLERS,REVOLVER,NORMAL,5,NOTES
CANNON BALLERS,REVOLVER,HYPER,8,NOTES
CANNON BALLERS,REVOLVER,ANOTHER,11,NOTES
RESIDENT,Rewind Time,NORMAL,4,NOTES
RESIDENT,Rewind Time,HYPER,7,NOTES
RESIDENT,Rewind Time,ANOTHER,10,NOTES
5th style,RIDE ON THE LIGHT (HI GREAT MIX),NORMAL,5,NOTES
5th style,RIDE ON THE LIGHT (HI GREAT MIX),HYPER,8,PEAK
5th style,RIDE ON THE LIGHT (HI GREAT MIX),ANOTHER,9,PEAK
5th style,RIDE ON THE LIGHT (HI GREAT MIX),LEGGENDARIA,10,CHARGE
copula,Ride To The Core,NORMAL,5,PEAK
copula,Ride To The Core,HYPER,9,NOTES
copula,Ride To The Core,ANOTHER,11,
RESIDENT,RINNE,NORMAL,5,
RESIDENT,RINNE,HYPER,10,CHORD
RESIDENT,RINNE,ANOTHER,12,CHORD
SPADA,RISE,NORMAL,5,NOTES
SPADA,RISE,HYPER,8,NOTES
SPADA,RISE,ANOTHER,10,PEAK
CANNON BALLERS,Rise Circuit,NORMAL,5,PEAK
CANNON BALLERS,Rise Circuit,HYPER,8,
CANNON BALLERS,Rise Circuit,ANOTHER,11,
10th style,Rise'n Beauty,NORMAL,6,
10th style,Rise'n Beauty,HYPER,10,NOTES
10th style,Rise'n Beauty,ANOTHER,11,NOTES
SINOBUZ,RISING FIRE HAWK,NORMAL,5,PEAK
SINOBUZ,RISING FIRE HAWK,HYPER,8,PEAK
SINOBUZ,RISING FIRE HAWK,ANOTHER,11,CHORD
DJ TROOPERS,Rising in the Sun(original mix),NORMAL,5,PEAK
DJ TROOPERS,Rising in the Sun(original mix),HYPER,9,PEAK
DJ TROOPERS,Rising in the Sun(original mix),ANOTHER,11,PEAK
5th style,RISLIM,NORMAL,4,NOTES
5th style,RISLIM,HYPER,6,PEAK
9th style,RISLIM -Remix-,NORMAL,6,PEAK
9th style,RISLIM -Remix-,HYPER,9,NOTES
9th style,RISLIM -Remix-,ANOTHER,12,
DJ TROOPERS,Ristaccia,NORMAL,5,SCRATCH
DJ TROOPERS,Ristaccia,HYPER,8,NOTES
DJ TROOPERS,Ristaccia,ANOTHER,10,PEAK
DJ TROOPERS,Ristaccia,LEGGENDARIA,11,PEAK
BISTROVER,Ritual of Anubis,NORMAL,6,SCRATCH
BISTROVER,Ritual of Anubis,HYPER,9,NOTES
BISTROVER,Ritual of Anubis,ANOTHER,11,
SPADA,RIZING YOU UP,NORMAL,8,PEAK
SPADA,RIZING YOU UP,HYPER,10,CHORD
SPADA,RIZING YOU UP,ANOTHER,12,CHORD
Pinky Crush,Roar of Chronos,NORMAL,6,NOTES
Pinky Crush,Roar of Chronos,HYPER,10,NOTES
Pinky Crush,Roar of Chronos,ANOTHER,12,
Resort Anthem,Rock Da House,NORMAL,5,NOTES
Resort Anthem,Rock Da House,HYPER,8,NOTES
Resort Anthem,Rock Da House,ANOTHER,10,NOTES
copula,Rock It,NORMAL,5,NOTES
copula,Rock It,HYPER,9,NOTES
copula,Rock It,ANOTHER,11,NOTES
DJ TROOPERS,ROCK ME NOW,NORMAL,5,
DJ TROOPERS,ROCK ME NOW,HYPER,9,PEAK
BISTROVER,rommmo,NORMAL,6,NOTES
BISTROVER,rommmo,HYPER,9,PEAK
BISTROVER,rommmo,ANOTHER,11,
Rootage,R∞tAge,NORMAL,5,PEAK
Rootage,R∞tAge,HYPER,8,NOTES
Rootage,R∞tAge,ANOTHER,11,CHORD
SIRIUS,Roots of my way!,NORMAL,5,NOTES
SIRIUS,Roots of my way!,HYPER,7,PEAK
SIRIUS,Roots of my way!,ANOTHER,9,CHORD
BISTROVER,Rosa azuL,NORMAL,5,
BISTROVER,Rosa azuL,HYPER,9,NOTES
BISTROVER,Rosa azuL,ANOTHER,11,
6th style,rottel-da-sun,NORMAL,5,
6th style,rottel-da-sun,HYPER,8,SCRATCH
9th style,rottel-the-Mercury,NORMAL,6,PEAK
9th style,rottel-the-Mercury,HYPER,9,NOTES
9th style,rottel-the-Mercury,ANOTHER,11,CHORD
SINOBUZ,ROTTERDAM SHOGUN,NORMAL,6,
SINOBUZ,ROTTERDAM SHOGUN,HYPER,9,NOTES
SINOBUZ,ROTTERDAM SHOGUN,ANOTHER,11,NOTES
HEROIC VERSE,rough percussionythm,NORMAL,6,SCRATCH
HEROIC VERSE,rough percussionythm,HYPER,9,SCRATCH
HEROIC VERSE,rough percussionythm,ANOTHER,11,SCRATCH
Lincle,Round and Round,NORMAL,3,PEAK
Lincle,Round and Round,HYPER,6,NOTES
Lincle,Round and Round,ANOTHER,10,PEAK
6th style,route 80s,NORMAL,7,SCRATCH
6th style,route 80s,HYPER,11,
6th style,route 80s,ANOTHER,12,PEAK
copula,Routing,NORMAL,7,PEAK
copula,Routing,HYPER,9,NOTES
copula,Routing,ANOTHER,11,CHORD
BISTROVER,Rowdy,NORMAL,5,NOTES
BISTROVER,Rowdy,HYPER,8,PEAK
BISTROVER,Rowdy,ANOTHER,11,
Rootage,ROZA DE ANDALUCIA,NORMAL,6,NOTES
Rootage,ROZA DE ANDALUCIA,HYPER,9,NOTES
Rootage,ROZA DE ANDALUCIA,ANOTHER,11,
BISTROVER,Rub-a Dub-a,NORMAL,5,NOTES
BISTROVER,Rub-a Dub-a,HYPER,8,PEAK
BISTROVER,Rub-a Dub-a,ANOTHER,9,CHORD
BISTROVER,Rubrum Piano,NORMAL,5,
BISTROVER,Rubrum Piano,HYPER,9,NOTES
BISTROVER,Rubrum Piano,ANOTHER,12,NOTES
Rootage,ruin of opals,NORMAL,6,SOF-LAN
Rootage,ruin of opals,HYPER,10,SOF-LAN
Rootage,ruin of opals,ANOTHER,12,SOF-LAN
RESIDENT,Ruler or Loser,NORMAL,5,NOTES
RESIDENT,Ruler or Loser,HYPER,8,NOTES
RESIDENT,Ruler or Loser,ANOTHER,11,
tricoro,rumrum triplets,NORMAL,5,PEAK
tricoro,rumrum triplets,HYPER,10,NOTES
tricoro,rumrum triplets,ANOTHER,12,CHORD
INFINITAS,Rush!!,NORMAL,4,NOTES
INFINITAS,Rush!!,HYPER,7,
INFINITAS,Rush!!,ANOTHER,10,NOTES
tricoro,S!ck,NORMAL,5,NOTES
tricoro,S!ck,HYPER,9,NOTES
tricoro,S!ck,ANOTHER,11,NOTES
HEROIC VERSE,S!ck (Nhato Remix),NORMAL,6,PEAK
HEROIC VERSE,S!ck (Nhato Remix),HYPER,9,PEAK
HEROIC VERSE,S!ck (Nhato Remix),ANOTHER,11,
BISTROVER,S-Bahn,NORMAL,5,NOTES
BISTROVER,S-Bahn,HYPER,7,NOTES
BISTROVER,S-Bahn,ANOTHER,9,NOTES
Lincle,SA.YO.NA.RA. SUPER STAR,NORMAL,5,
Lincle,SA.YO.NA.RA. SUPER STAR,HYPER,9,PEAK
Lincle,SA.YO.NA.RA. SUPER STAR,ANOTHER,11,PEAK
Resort Anthem,SABER WING,NORMAL,5,
Resort Anthem,SABER WING,HYPER,9,SOF-LAN
Resort Anthem,SABER WING,ANOTHER,12,
PENDUAL,Sakura Mirage,NORMAL,6,SCRATCH
PENDUAL,Sakura Mirage,HYPER,8,PEAK
PENDUAL,Sakura Mirage,ANOTHER,10,PEAK
Resort Anthem,Sakura Reflection,NORMAL,6,PEAK
Resort Anthem,Sakura Reflection,HYPER,9,NOTES
Resort Anthem,Sakura Reflection,ANOTHER,11,
Resort Anthem,sakura storm,NORMAL,6,NOTES
Resort Anthem,sakura storm,HYPER,10,SCRATCH
Resort Anthem,sakura storm,ANOTHER,12,NOTES
INFINITAS,Sakura Sunrise,NORMAL,5,
INFINITAS,Sakura Sunrise,HYPER,9,
INFINITAS,Sakura Sunrise,ANOTHER,11,NOTES
PENDUAL,SAMSARA,NORMAL,4,SCRATCH
PENDUAL,SAMSARA,HYPER,7,NOTES
PENDUAL,SAMSARA,ANOTHER,10,
SINOBUZ,SAMURAI-Scramble,NORMAL,6,SCRATCH
SINOBUZ,SAMURAI-Scramble,HYPER,9,SCRATCH
SINOBUZ,SAMURAI-Scramble,ANOTHER,11,SCRATCH
SINOBUZ,SAMURAI-Scramble,LEGGENDARIA,12,
SINOBUZ,Sarutobi Champion is 拙者,NORMAL,6,PEAK
SINOBUZ,Sarutobi Champion is 拙者,HYPER,9,PEAK
SINOBUZ,Sarutobi Champion is 拙者,ANOTHER,11,PEAK
Pinky Crush,Satellite Burst,NORMAL,6,PEAK
Pinky Crush,Satellite Burst,HYPER,10,NOTES
Pinky Crush,Satellite Burst,ANOTHER,12,
DJ TROOPERS,"satellite020712 from ""CODED ARMS""",NORMAL,8,NOTES
DJ TROOPERS,"satellite020712 from ""CODED ARMS""",HYPER,10,NOTES
DJ TROOPERS,"satellite020712 from ""CODED ARMS""",ANOTHER,12,NOTES
DJ TROOPERS,satfinal,NORMAL,6,PEAK
DJ TROOPERS,satfinal,HYPER,8,NOTES
DJ TROOPERS,satfinal,ANOTHER,10,CHORD
tricoro,Saturn,NORMAL,6,
tricoro,Saturn,HYPER,10,NOTES
tricoro,Saturn,ANOTHER,11,PEAK
SINOBUZ,SAY BAY,NORMAL,5,SCRATCH
SINOBUZ,SAY BAY,HYPER,9,SCRATCH
SINOBUZ,SAY BAY,ANOTHER,11,
PENDUAL,Say YEEEAHH,NORMAL,6,PEAK
PENDUAL,Say YEEEAHH,HYPER,10,CHORD
PENDUAL,Say YEEEAHH,ANOTHER,12,CHORD
BISTROVER,Scandal,NORMAL,4,PEAK
BISTROVER,Scandal,HYPER,9,CHARGE
BISTROVER,Scandal,ANOTHER,11,CHARGE
DJ TROOPERS,scar in the earth,NORMAL,4,PEAK
DJ TROOPERS,scar in the earth,HYPER,7,PEAK
DJ TROOPERS,scar in the earth,ANOTHER,9,PEAK
PENDUAL,Scarlet Moon,NORMAL,6,PEAK
PENDUAL,Scarlet Moon,HYPER,9,NOTES
PENDUAL,Scarlet Moon,ANOTHER,11,NOTES
PENDUAL,Scars of FAUNA,NORMAL,5,PEAK
PENDUAL,Scars of FAUNA,HYPER,8,CHARGE
PENDUAL,Scars of FAUNA,ANOTHER,11,
Lincle,Scharfrichter,NORMAL,6,PEAK
Lincle,Scharfrichter,HYPER,9,PEAK
Lincle,Scharfrichter,ANOTHER,11,CHORD
3rd style,Schlagwerk,NORMAL,4,NOTES
3rd style,Schlagwerk,HYPER,11,
3rd style,Schlagwerk,ANOTHER,11,
SPADA,SCHWARZSCHILD FIELD,NORMAL,7,SCRATCH
SPADA,SCHWARZSCHILD FIELD,HYPER,9,NOTES
SPADA,SCHWARZSCHILD FIELD,ANOTHER,11,NOTES
HAPPY SKY,SCREAM SQUAD,NORMAL,6,
HAPPY SKY,SCREAM SQUAD,HYPER,10,PEAK
HAPPY SKY,SCREAM SQUAD,ANOTHER,12,
HEROIC VERSE,SCREW // owo // SCREW,NORMAL,6,SCRATCH
HEROIC VERSE,SCREW // owo // SCREW,HYPER,9,SCRATCH
HEROIC VERSE,SCREW // owo // SCREW,ANOTHER,12,SCRATCH
HAPPY SKY,Scripted Connection⇒ A mix,NORMAL,8,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,HYPER,10,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,ANOTHER,11,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,LEGGENDARIA,12,NOTES
